,loan_id,account_id,amount,duration,payments,status,year_x,month_x,day_x,fulldate_x,location,purpose,remaining_months,district_id,frequency,parseddate,year_y,month_y,day_y,city_x,state_name,state_abbrev,region,division,bank_branch,Latitude,Longitude,client_id,sex,fulldate_y,day,month,year,age,social,first,middle,last,phone,email,address_1,address_2,city_y,state,zipcode
7295,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000022,Female,1989-10-11,11,10,1989,30,157-87-6583,Madison,Kimberlyn,Martinez,212-093-8170,madison.martinez@gmail.com,7062 Temple Court,Unit 1B,New York City,NY,10282
7296,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000023,Male,1993-05-29,29,5,1993,26,158-18-4299,Daniel,Isa,Hall,212-803-8384,daniel.hall67@gmail.com,30 West Westport Dr.,,New York City,NY,10009
7297,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000028,Male,1965-09-29,29,9,1965,54,517-85-8773,Aiden,Jamil,Young,212-751-6276,aiden.young9@gmail.com,125 North Holly Dr.,,New York City,NY,10158
7298,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000058,Female,1947-04-29,29,4,1947,72,810-95-8590,Aria,Abigail,Perez,212-621-0332,aria.perez@gmail.com,9122 South Fieldstone Dr.,,New York City,NY,10116
7299,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000059,Male,1977-02-18,18,2,1977,42,305-32-3513,Dylan,Tiberius,Roberts,212-616-4139,dylan.roberts@gmail.com,188 1st Road,,New York City,NY,10199
7300,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000066,Female,1971-11-10,10,11,1971,48,269-51-2282,Alexa,Harper,Allen,212-875-6847,alexa.harper.allen@gmail.com,18 Rockville Dr.,,New York City,NY,10087
7301,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000077,Female,1976-02-18,18,2,1976,43,381-22-7472,Savannah,Avery,Baker,212-996-3299,savannah.baker@gmail.com,24 Leatherwood St.,,New York City,NY,10114
7302,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000083,Female,1998-12-25,25,12,1998,21,470-19-9896,Camila,Aubrey,Campbell,212-031-4727,camila.campbell@gmail.com,619 Whitemarsh Rd.,,New York City,NY,10278
7303,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000084,Male,1999-05-05,5,5,1999,20,495-13-7873,Caleb,Floyd,Flores,212-946-7532,caleb.flores@gmail.com,7100 Wintergreen Street,,New York City,NY,10019
7304,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000085,Male,1981-08-27,27,8,1981,38,751-50-9916,Nathan,Fynn,Morris,212-601-6414,nathan.fynn.morris@gmail.com,6 East Young Circle,,New York City,NY,10168
7305,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000086,Female,1989-07-20,20,7,1989,30,414-33-2516,Anna,Scarlett,Mitchell,212-302-5046,anna.mitchell@gmail.com,9360 Bayport Ave.,,New York City,NY,10111
7306,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000089,Female,1971-05-05,5,5,1971,48,802-29-4364,Ariana,Addison,Carter,212-320-0620,ariana.carter@gmail.com,94 Chestnut Rd.,,New York City,NY,10175
7307,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000107,Male,1992-06-23,23,6,1992,27,611-47-0052,Isaiah,Khari,Bell,212-795-3118,isaiah.bell2@hotmail.com,9847 Fairway Street,,New York City,NY,10153
7308,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000112,Male,1955-01-25,25,1,1955,65,301-84-8451,Thomas,Marcelino,Kelly,212-121-5550,thomas.kelly2@gmail.com,169 Lyme Street,,New York City,NY,10104
7309,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000113,Female,1960-08-15,15,8,1960,59,759-36-2321,Gabriella,Alexa,Stewart,212-540-6403,gabriella.stewart@outlook.com,258 Lexington Ave.,,New York City,NY,10022
7310,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000120,Male,1996-05-10,10,5,1996,23,332-17-4598,Jeremiah,Banks,Diaz,212-712-7618,jeremiah.diaz@gmail.com,75 Wood Road,,New York City,NY,10016
7311,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000183,Female,1998-03-19,19,3,1998,21,356-54-2774,Julia,Autumn,Ross,212-132-0634,julia.ross@hotmail.com,23 East Bay St.,,New York City,NY,10019
7312,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000184,Male,1992-06-05,5,6,1992,27,722-89-3528,Mateo,Mickey,Simmons,212-541-1863,mateo.simmons@gmail.com,53 Briarwood Street,,New York City,NY,10104
7313,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000193,Male,1982-05-01,1,5,1982,37,120-56-5097,Ezra,Zakai,Gonzales,212-479-1897,ezra.gonzales@outlook.com,728 Oxford Drive,,New York City,NY,10008
7314,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000216,Male,1980-01-30,30,1,1980,40,224-98-3679,Leonardo,Zaidyn,Ellis,212-108-0152,leonardo.ellis@gmail.com,958 Summerhouse Street,,New York City,NY,10041
7315,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000218,Female,2000-01-23,23,1,2000,20,274-99-0576,Eliana,Lydia,Simmons,212-844-7393,eliana.simmons@gmail.com,107 Sherwood Drive,,New York City,NY,10104
7316,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000226,Male,1962-06-16,16,6,1962,57,783-00-3512,Luis,Amias,Ford,212-066-3422,luis.ford@outlook.com,740 Valley Ave.,,New York City,NY,10168
7317,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000239,Female,1994-09-10,10,9,1994,25,685-00-3355,Delilah,Isabelle,Cole,212-712-8706,delilah.cole@gmail.com,9610 Leeton Ridge St.,,New York City,NY,10129
7318,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000247,Male,1977-05-08,8,5,1977,42,756-60-4622,Maxwell,Jaquan,Wells,212-551-3434,maxwell.wells@gmail.com,9701 Crescent Drive,,New York City,NY,10279
7319,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000275,Female,1938-11-12,12,11,1938,81,839-50-0559,Everly,Delilah,Washington,212-213-2055,everly.washington@gmail.com,8942 Belmont Lane,,New York City,NY,10023
7320,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000276,Male,1977-06-11,11,6,1977,42,274-21-3831,Axel,Efren,Burns,212-479-2750,axel.efren.burns@gmail.com,679 Lakewood Rd.,,New York City,NY,10167
7321,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000277,Female,1981-11-28,28,11,1981,38,154-20-9922,Lilly,Andrea,Tucker,212-859-0987,lilly.tucker@gmail.com,7127 Selby St.,,New York City,NY,10095
7322,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000300,Female,1977-07-30,30,7,1977,42,524-31-1409,Kendall,Ximena,Jimenez,212-892-4981,kendall.jimenez@gmail.com,250 Cactus St.,,New York City,NY,10031
7323,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000328,Female,1938-01-24,24,1,1938,82,110-23-0605,Norah,Ariel,Robertson,212-576-9083,norah.robertson4@gmail.com,759 Young Ave.,,New York City,NY,10281
7324,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000331,Male,1962-03-02,2,3,1962,57,802-62-8530,Antonio,Jaysen,Moreno,212-751-9624,antonio.jaysen.moreno6@gmail.com,7745 Roosevelt Court,,New York City,NY,10170
7325,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000339,Male,1986-07-30,30,7,1986,33,632-37-4423,Luca,Dontae,Herrera,212-122-0806,luca.herrera@gmail.com,79 Ocean St.,,New York City,NY,10003
7326,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000340,Female,1990-08-19,19,8,1990,29,108-53-6214,Angelina,Lyla,Boyd,212-728-8894,angelina.boyd@outlook.com,390 Deerfield St.,,New York City,NY,10113
7327,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000351,Male,1993-05-01,1,5,1993,26,520-84-8773,Malachi,Shea,Daniels,212-584-4453,malachi.daniels@gmail.com,354 Redwood Lane,,New York City,NY,10113
7328,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000356,Female,1999-12-07,7,12,1999,20,182-04-4510,Alina,Brooke,Patel,212-516-6720,alina.patel@gmail.com,164 Clinton Street,,New York City,NY,10006
7329,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000357,Male,1999-03-30,30,3,1999,20,391-05-0027,Bryan,Kacen,Kelley,212-262-1523,bryan.kelley@hotmail.com,796 South Oak Rd.,,New York City,NY,10172
7330,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000365,Male,1950-01-09,9,1,1950,70,742-73-2379,Abraham,Tremaine,Tran,212-082-8941,abraham.tran7@yahoo.com,8068 Andover St.,,New York City,NY,10025
7331,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000366,Female,1956-11-10,10,11,1956,63,101-38-1414,Raelynn,Mariah,Ryan,212-737-2197,raelynn.ryan7@gmail.com,9082 Goldfield Dr.,,New York City,NY,10162
7332,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000396,Male,1940-05-02,2,5,1940,79,259-51-0158,Aidan,Tariq,Duncan,212-569-8955,aidan.duncan115@gmail.com,18 Hamilton Lane,,New York City,NY,10116
7333,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000400,Male,1953-12-27,27,12,1953,66,479-67-0331,Amir,Daxon,Andrews,212-677-1436,amir.andrews@hotmail.com,769 W. Brookside Dr.,,New York City,NY,10009
7334,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000401,Female,1948-11-19,19,11,1948,71,694-06-3477,Adelyn,Valerie,Hansen,212-115-1485,adelyn.hansen48@outlook.com,8083 Circle Ave.,,New York City,NY,10119
7335,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000416,Female,1952-10-07,7,10,1952,67,491-61-8372,Arya,Catherine,Carroll,212-326-9187,arya.carroll@gmail.com,9846 Beacon Dr.,,New York City,NY,10081
7336,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000417,Male,1950-06-10,10,6,1950,69,390-74-3571,Mark,Jhett,Silva,212-127-8460,mark.silva4@gmail.com,592 Redwood St.,,New York City,NY,10036
7337,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000424,Male,1967-10-08,8,10,1967,52,265-67-9150,Nicolas,Agastya,Garza,212-941-2971,nicolas.garza8@gmail.com,82 Bank Rd.,,New York City,NY,10024
7338,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000441,Male,1979-09-14,14,9,1979,40,530-20-0376,Derek,Jed,Greene,212-826-4119,derek.greene@gmail.com,762 West Campfire Road,,New York City,NY,10039
7339,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000442,Female,1991-12-16,16,12,1991,28,658-76-4500,Amaya,Hayden,Perkins,212-490-3508,amaya.perkins@hotmail.com,7751 West Belmont Dr.,,New York City,NY,10172
7340,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000443,Male,1991-12-20,20,12,1991,28,468-19-4069,Sean,Kellin,Burke,212-728-0370,sean.burke@outlook.com,7 Peg Shop Dr.,,New York City,NY,10154
7341,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000445,Female,1967-04-27,27,4,1967,52,518-47-0163,Alivia,Michelle,Silva,212-610-8847,alivia.silva@gmail.com,9925 Prospect Ave.,,New York City,NY,10167
7342,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000446,Male,1972-03-19,19,3,1972,47,239-20-6261,Cayden,Knowledge,Guzman,212-989-6275,cayden.guzman@gmail.com,876 Fordham Street,,New York City,NY,10037
7343,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000466,Female,1967-11-19,19,11,1967,52,563-34-5115,Giselle,Lila,Vargas,212-399-6077,giselle.vargas3@outlook.com,765 Thomas Street,,New York City,NY,10249
7344,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000467,Male,1970-04-17,17,4,1970,49,976-59-0993,Tanner,Calum,Mendez,212-369-2179,tanner.mendez2@yahoo.com,46 Shub Farm Road,,New York City,NY,10106
7345,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000473,Female,1959-09-25,25,9,1959,60,495-98-4074,Lola,Alana,Larson,212-864-3548,lola.larson67@yahoo.com,71 Cooper St.,,New York City,NY,10002
7346,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000476,Female,1967-06-01,1,6,1967,52,452-66-3211,Lucia,Esther,Carlson,212-794-4478,lucia.carlson@gmail.com,959 South St Margarets Street,,New York City,NY,10008
7347,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000477,Male,1974-07-20,20,7,1974,45,842-62-0030,Charlie,Eliott,Harvey,212-763-9442,charlie.harvey@outlook.com,7316 School St.,,New York City,NY,10019
7348,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000483,Male,1964-06-19,19,6,1964,55,434-28-9066,Zane,Isidro,Hanson,212-451-6206,zane.hanson@gmail.com,6 Pine Rd.,,New York City,NY,10081
7349,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000487,Female,1942-04-01,1,4,1942,77,870-84-4251,Sienna,Charlie,Burke,212-457-1985,sienna.burke229@hotmail.com,7165 Strawberry Dr.,,New York City,NY,10018
7350,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000488,Male,1937-08-02,2,8,1937,82,141-59-6458,Griffin,Konrad,Sims,212-468-9158,griffin.sims115@outlook.com,10 Brickell Avenue,,New York City,NY,10116
7351,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000494,Male,2000-05-19,19,5,2000,19,850-10-1993,Rylan,Treyvon,Welch,212-435-6251,rylan.welch@outlook.com,815 Birchpond Avenue,,New York City,NY,10027
7352,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000500,Male,1991-01-06,6,1,1991,29,811-92-3871,Messiah,Witten,Schultz,212-043-5065,messiah.schultz@outlook.com,991 Euclid Dr.,,New York City,NY,10167
7353,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000515,Male,1952-05-26,26,5,1952,67,634-84-5086,Conner,Jarrod,Brewer,212-481-8596,conner.brewer7@outlook.com,170 Bayport Drive,,New York City,NY,10168
7354,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000516,Female,1950-04-27,27,4,1950,69,605-29-9967,Kylee,Nova,Lynch,212-862-9818,kylee.lynch8@yahoo.com,94C Rockaway Dr.,,New York City,NY,10004
7355,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000522,Female,1976-03-04,4,3,1976,43,461-16-5816,Juliet,Marley,Salazar,212-937-9000,juliet.salazar@gmail.com,259 Sleepy Hollow St.,,New York City,NY,10105
7356,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000537,Male,1955-01-16,16,1,1955,65,481-40-3063,Fernando,Wylie,Sandoval,212-626-4188,fernando.sandoval4@yahoo.com,8779 Center Ave.,,New York City,NY,10035
7357,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000552,Female,1954-05-08,8,5,1954,65,570-58-2430,Jennifer,Georgia,Weber,212-241-7729,jennifer.weber3@hotmail.com,918 Sheffield Street,,New York City,NY,10128
7358,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000553,Male,1961-04-07,7,4,1961,58,249-17-7670,Martin,Elyjah,Alvarado,212-246-3190,martin.alvarado@outlook.com,67 Ryan St.,,New York City,NY,10153
7359,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000574,Male,1992-12-25,25,12,1992,27,368-82-1709,Caiden,Mendel,Lambert,212-246-8248,caiden.lambert@outlook.com,564 Ridgewood Rd.,,New York City,NY,10161
7360,5479.0,A00002486,24516,12,2043,A,2014,1,10,2014-01-10,59,home_improvement,-47,1,Monthly Issuance,2013-02-27,2013,2,27,New York City,New York,NY,Northeast,Middle Atlantic,Quay Manhattan,40.7127281,-74.0060152,C00000577,Female,1983-12-05,5,12,1983,36,143-95-5253,Rosalie,Brynlee,Little,212-696-9766,rosalie.little3@gmail.com,8397 Euclid Court,,New York City,NY,10118
