loan_id,funded_amount,funded_date,duration_years,duration_months,_10_yr_treasury_index_date_funded,interest_rate_percent,interest_rate,payments,total_past_payments,loan_balance,property_value,purpose,firstname,middlename,lastname,social,phone,title,employment_length,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BUILDING_CLASS_AT_PRESENT,ADDRESS_1,ADDRESS_2,ZIP_CODE,CITY,STATE,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,TAX_CLASS_AT_TIME_OF_SALE
LL0000220,1840000,2013-02-28,30,360,1.8899999856948853,3.4879999160766602,3.4880001097917557E-2,8250.099609375,82,1163491.625,1964900,home,Brooks,Alexis,Lovelace,629-76-4412,741-874-5558,Managing Partner,11,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,563 CARROLL STREET,4,10019,New York City,NY,1,0,0,2
LL0000221,2160000,2014-07-27,30,360,2.4800000190734863,4.0780000686645508,4.0780000388622284E-2,10409.5400390625,65,1483380.125,2259200,investment property,Graham,Kyler,Winslow,193-18-2644,413-181-4328,Executive Vice President,11,01 ONE FAMILY DWELLINGS                    ,1,A5,3804 ATLANTIC AVENUE,8,10005,New York City,NY,1,5000,4758,1
LL0000222,2172000,2019-09-19,30,360,1.7899999618530273,3.3880000114440918,3.3879999071359634E-2,9617.9697265625,3,2143146,2237200,investment property,Mia,Isabella,Gregory,121-82-1416,438-217-4065,Senior Network Engineer,5,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,848 PRESIDENT STREET,5,10033,New York City,NY,5,2083,3916,2
LL0000223,4026000,2015-06-22,30,360,2.369999885559082,3.9660000801086426,3.9659999310970306E-2,19141.91015625,54,2992337,4228700,home,Marco,Walter,York,916-35-0403,248-228-6045,director,8,07 RENTALS - WALKUP APARTMENTS             ,2,C1,350 BEDFORD AVENUE,16,10156,New York City,NY,16,2898,8400,2
LL0000224,1488000,2019-11-17,30,360,1.8400000333786011,3.4389998912811279,3.4389998763799667E-2,6631.22021484375,1,1481368.75,1550250,investment property,Katie,Cheyenne,Lowe,948-83-9938,201-724-6471,Director,10,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,1225 43RD STREET,4,10175,New York City,NY,1,0,0,2
LL0000225,544000,2017-08-14,30,360,2.2184998989105225,3.8180000782012939,3.8180001080036163E-2,2540.389892578125,28,472869.21875,587500,home,Cohen,Thiago,Wolfe,299-29-6065,309-145-6585,senior manager,10,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,2469 85TH STREET,4,10121,New York City,NY,4,2500,3075,2
LL0000226,724000,2014-08-15,15,180,2.3399999141693115,3.6389999389648438,3.6389999091625214E-2,5225.31005859375,64,389580.125,882250,investment property,Jeremy,Malachi,Schroeder,573-74-5527,407-129-5652,Director of sales and marketing,10,14 RENTALS - 4-10 UNIT                     ,2A,S3,401 5 AVENUE,3,10109,New York City,NY,4,1423,4960,2
LL0000227,2232000,2018-11-09,15,180,3.190000057220459,4.4879999160766602,0.04487999901175499,17060.9609375,13,2010207.5,2312900,commerical property,Charli,Gloria,Rivas,467-84-1344,589-669-6350,General Manager,14,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,449 WASHINGTON STREET,3,10151,New York City,NY,1,,,2
LL0000228,1600000,2015-12-25,15,180,2.25,3.5480000972747803,3.5480000078678131E-2,11475.8701171875,48,1049158.125,1733400,investment property,Alexander,Raymond,Navarro,930-22-3099,329-421-9766,Director Solutions ,17,04 TAX CLASS 1 CONDOS                      ,1C,R6,1270 56TH STREET,1,10168,New York City,NY,1,0,0,1
LL0000229,1440000,2012-06-23,30,360,1.690000057220459,3.2890000343322754,3.2889999449253082E-2,6297.830078125,90,873194.875,1697400,commerical property,Cruz,Julius,Castaneda,957-35-1729,706-629-4694,Certified Welding Inspector,9,04 TAX CLASS 1 CONDOS                      ,1C,R6,1067 GREENE AVENUE,2,10023,New York City,NY,1,0,0,1
LL0000230,1160000,2016-01-28,30,360,2,3.5989999771118164,3.5989999771118164E-2,5273.22998046875,47,912158,1231700,commerical property,Theodore,Blake,Fisher,291-73-4220,974-261-8187,Manager,10,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,53 LINCOLN PLACE,3,10281,New York City,NY,1,0,0,2
LL0000231,4032000,2017-05-23,30,360,2.279900074005127,3.875999927520752,3.8759998977184296E-2,18962.26953125,31,3444169.75,4139650,commerical property,Brooklyn,Viviana,Young,943-17-3348,425-627-8902,Business Development  Director ,10,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,34 WEST 17TH   STREET,5,10007,New York City,NY,1,,,2
LL0000232,830000,2012-01-17,30,360,1.8700000047683716,3.4690001010894775,3.4690000116825104E-2,3712.719970703125,95,477291.3125,1155300,investment property,Charlie,Hope,Johnston,357-53-6315,810-102-3626,VP and Deputy General Counsel,10,44 CONDO PARKING                           ,4,RG,101 NORTH 5TH STREET,11,10121,New York City,NY,1,0,0,4
LL0000233,720500,2017-07-04,30,360,2.3499000072479248,3.9489998817443848,3.9489999413490295E-2,3418.6298828125,29,621359.8125,826050,home,Cassidy,Diana,Soto,347-66-7562,619-476-0941,,8,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,123 SOUTH 1ST   STREET,4,10150,New York City,NY,1,0,0,2
LL0000234,795000,2017-10-06,20,240,2.3589000701904297,3.7579998970031738,3.7579998373985291E-2,4716.77001953125,26,672363.9375,895850,boat,Henry,Jackson,Thao,981-33-3139,640-589-4719,vp of Sourcing and Supply Chain,11,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,221 KINGSLAND AVENUE,2,10028,New York City,NY,1,0,0,2
LL0000235,628000,2018-12-05,30,360,2.9100000858306885,4.5089998245239258,4.5090001076459885E-2,3185.340087890625,12,589775.875,707600,investment property,Kyler,Kellan,Moeller,201-55-9882,689-049-0171,Account Executive,3,04 TAX CLASS 1 CONDOS                      ,1C,R6,5612 18TH   AVENUE,3,10022,New York City,NY,1,0,0,1
LL0000236,805000,2015-03-28,30,360,1.9500000476837158,3.5490000247955322,3.5489998757839203E-2,3636.860107421875,57,597698.75,1012000,commerical property,Camden,Lorenzo,Dove,392-14-5011,466-040-2681,Managing Director,11,07 RENTALS - WALKUP APARTMENTS             ,2B,C1,530 50TH STREET,9,10017,New York City,NY,9,2504,7140,2
LL0000237,635000,2015-07-19,30,360,2.3399999141693115,3.9389998912811279,3.9390001446008682E-2,3009.300048828125,53,475507.1875,836350,commerical property,Gwendolyn,Nia,Mcgee,276-65-8191,523-312-3445,Mortgage Banker,14,44 CONDO PARKING                           ,4,RP,501 SURF AVENUE,175,10115,New York City,NY,1,0,0,4
LL0000238,4488000,2013-09-11,30,360,2.9300000667572021,4.5260000228881836,4.5260000973939896E-2,22809.419921875,75,2777293.25,4783150,investment property,Isabella,Ava,Byrd,693-78-2610,756-612-1476,Financial Advisor/Partner,14,13 CONDOS - ELEVATOR APARTMENTS            ,2,R4,141 EAST 88TH   STREET,11F,10167,New York City,NY,1,,,2
LL0000239,1452000,2015-08-10,30,360,2.2400000095367432,3.8389999866485596,0.03838999941945076,6797.97998046875,52,1098505.125,1592250,home,Stephanie,Cali,Ray,412-32-5825,630-840-0408,sales Rep,11,04 TAX CLASS 1 CONDOS                      ,1A,R3,1493 PROSPECT PLACE,3,10087,New York City,NY,1,0,0,1
LL0000240,1610000,2017-06-16,30,360,2.151400089263916,3.75,3.7500001490116119E-2,7456.16015625,30,1386315.125,1716450,investment property,Journey,Vera,Brewer,873-32-1896,620-483-2144,Engineer,11,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,642 EAST 96TH   STREET,6,10120,New York City,NY,6,3575,5560,2
LL0000241,4272000,2018-10-15,30,360,3.1600000858306885,4.7560000419616699,0.04755999892950058,22300.23046875,14,3959796.75,4354150,commerical property,Ariya,Charlotte,Miller,156-80-5110,263-624-0486,Oil Trader,15,07 RENTALS - WALKUP APARTMENTS             ,2B,C1,477 WILSON AVENUE,14,10023,New York City,NY,8,2500,8500,2
LL0000242,1690000,2015-07-15,30,360,2.3599998950958252,3.9579999446868896,3.9579998701810837E-2,8027.4501953125,53,1264545.125,1771550,commerical property,Amina,Cadence,Lambert,216-16-7809,273-522-3436,Vice President Land,12,04 TAX CLASS 1 CONDOS                      ,1A,R3,1344 59TH   STREET,1,10128,New York City,NY,1,0,0,1
LL0000243,806000,2014-08-11,30,360,2.440000057220459,4.0390000343322754,4.0389999747276306E-2,3866.110107421875,64,558568.875,904450,commerical property,Matthew,Santiago,Brito,457-36-5304,381-899-5576,Loan Officer,15,12 CONDOS - WALKUP APARTMENTS              ,2,R2,206 MONTROSE AVENUE,1,10034,New York City,NY,1,0,0,2
LL0000244,754000,2019-05-20,15,180,2.4100000858306885,3.7090001106262207,0.0370899997651577,5467.93017578125,7,715724.5,825300,investment property,Ryder,Jason,Fleming,376-83-4125,372-633-0521,Engineer,12,12 CONDOS - WALKUP APARTMENTS              ,2,R2,3034 BRIGHTON 1 STREET,5,10123,New York City,NY,1,0,0,2
LL0000245,1740000,2016-09-14,30,360,1.6976000070571899,3.2960000038146973,0.03296000137925148,7616.58984375,39,1442953,1920200,home,Santiago,Gunner,Clemens,702-94-3080,911-108-1434,Partner,14,12 CONDOS - WALKUP APARTMENTS              ,2,R2,30 WEST 9TH   STREET,8,10011,New York City,NY,1,,,2
LL0000246,1430000,2014-11-01,30,360,2.3499999046325684,3.9489998817443848,3.9489999413490295E-2,6785.06005859375,62,1009326.25,1524350,investment property,Richard,Jonah,Farmer,634-53-5908,787-211-3149,finance director ,17,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,321 MILFORD STREET,4,10172,New York City,NY,4,3600,3184,2
LL0000247,840000,2012-01-14,30,360,1.8899999856948853,3.4890000820159912,3.4889999777078629E-2,3766.820068359375,95,482152.15625,985450,home,Selena,Allyson,Jennings,442-75-8185,920-767-3634,CFO,13,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,4018 8 AVENUE,4,10166,New York City,NY,1,0,0,2
LL0000248,770000,2015-12-20,20,240,2.190000057220459,3.5889999866485596,3.5890001803636551E-2,4500.97998046875,48,553952.75,1023650,plane,Braelyn,Madilynn,Mueller,670-20-9500,925-454-9113,Owner,11,07 RENTALS - WALKUP APARTMENTS             ,2B,C7,321 GRAHAM AVENUE,7,10168,New York City,NY,8,1875,6700,2
LL0000249,5511000,2018-09-19,30,360,3.0799999237060547,4.6750001907348633,4.6739999204874039E-2,28496.0703125,15,5083559,5714450,investment property,Dalton,Cruz,Vazquez,873-91-6374,418-049-9547,Owner,9,08 RENTALS - ELEVATOR APARTMENTS           ,2,D9,35 PINEAPPLE STREET,14,10034,New York City,NY,15,2545,11842,2
LL0000250,2004000,2019-10-12,15,180,1.7599999904632568,3.0580000877380371,3.0579999089241028E-2,13895.23046875,2,1976209.5,2068050,boat,Amelia,Harper,Dickerson,861-62-0214,331-988-6536,Vice Presiden,5,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,221 KINGSLAND AVENUE,3,10013,New York City,NY,1,0,0,2
LL0000251,1500000,2012-10-16,30,360,1.75,3.3489999771118164,3.3489998430013657E-2,6609.8701171875,86,931550.8125,1751650,home,Leia,Aleena,Avila,270-08-6434,571-073-1417,Vice President Health Care,18,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,96 LEFFERTS PLACE,3,10035,New York City,NY,1,0,0,2
LL0000252,907500,2012-04-09,30,360,2.059999942779541,3.6589999198913574,3.6589998751878738E-2,4156.0498046875,92,525143.25,1048650,commerical property,Adam,Aidan,Reardon,113-21-5427,336-391-4238,Vice President,8,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,251 BERGEN STREET,4,10128,New York City,NY,5,1200,3200,2
LL0000253,905000,2017-09-03,30,360,2.1656999588012695,3.7650001049041748,3.7650000303983688E-2,4198.89990234375,27,791629.625,1067500,investment property,Maverick,Colin,Deleon,348-35-0809,716-574-4077,Chief Engineer,13,01 ONE FAMILY DWELLINGS                    ,1,A4,538 9TH STREET,4,10165,New York City,NY,1,1600,3600,1
LL0000254,1968000,2015-02-20,30,360,2.130000114440918,3.7279999256134033,3.7280000746250153E-2,9089.5595703125,58,1440805.25,2056800,home,Willa,Cassandra,Sparks,516-18-7012,605-122-9108,President/Owner,15,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,158 INDIA STREET,8,10102,New York City,NY,1,0,0,2
LL0000255,1410000,2018-09-21,30,360,3.0699999332427979,4.6690001487731934,4.6689998358488083E-2,7286.5400390625,15,1300701.875,1553350,investment property,Ayla,Amina,Walsh,989-36-1665,908-982-8491,Physician,7,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,374 BERGEN STREET,4,10011,New York City,NY,4,2000,5372,2
LL0000256,1392000,2017-04-17,30,360,2.2497999668121338,3.8480000495910645,3.8479998707771301E-2,6524.22021484375,32,1183224.875,1441450,commerical property,Beau,Leon,Lima,644-47-6568,845-155-5400,President ,7,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,195 CLASSON AVENUE,5,10013,New York City,NY,1,0,0,2
LL0000257,1098500,2018-12-11,15,180,2.8900001049041748,4.189000129699707,4.1889999061822891E-2,8229.91015625,12,999741.125,1237800,commerical property,Jaylah,Evie,Leon,624-14-2881,718-985-7757,Manager,10,04 TAX CLASS 1 CONDOS                      ,1A,R3,152C TIER STREET,111C,10003,New York City,NY,1,0,0,1
LL0000258,2100000,2018-04-03,30,360,2.7899999618530273,4.3880000114440918,4.3880000710487366E-2,10501.099609375,20,1889978,2311900,home,Nathan,John,Bond,346-18-0914,545-948-0951,Educator,9,14 RENTALS - 4-10 UNIT                     ,2B,S9,2541 OCEAN AVENUE,6,10013,New York City,NY,10,2240,6740,2
LL0000259,1860000,2017-04-26,30,360,2.3034999370574951,3.9019999504089355,3.9019998162984848E-2,8775.16015625,32,1579194.875,1909000,commerical property,Luke,Anthony,Perez,797-03-3779,944-618-5958,Owner,15,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,1269 38TH   STREET,4,10040,New York City,NY,4,1807,2800,2
LL0000260,1944000,2013-04-13,30,360,1.75,3.3480000495910645,3.3479999750852585E-2,8565.3203125,80,1258774.25,2066700,commerical property,Owen,Carter,Hutson,935-00-2249,337-212-5367,Physician,3,13 CONDOS - ELEVATOR APARTMENTS            ,2,R4,100 RIVERSIDE BOULEVARD,10K,10044,New York City,NY,1,,,2
LL0000261,1356000,2012-02-04,30,360,1.9700000286102295,3.5690000057220459,3.5689998418092728E-2,6141.39013671875,94,778708.9375,1620400,home,Graham,Bradley,Ryan,733-83-8412,200-767-2284,Physician,12,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,2027 1ST AVENUE,6,10010,New York City,NY,1,,,2
LL0000262,1222000,2012-09-20,30,360,1.7999999523162842,3.3989999294281006,3.3989999443292618E-2,5418.66015625,87,750576.3125,1414950,commerical property,Emely,Janelle,Hines,376-21-4463,495-837-4609,Owner,9,04 TAX CLASS 1 CONDOS                      ,1C,R6,2530 EAST 17TH   STREET,3,10041,New York City,NY,1,0,0,1
LL0000263,1810000,2013-10-09,30,360,2.6800000667572021,4.2779998779296875,0.04278000071644783,8933.8095703125,74,1148898.25,2043750,investment property,Kameron,Gage,Montgomery,918-35-9604,682-138-0812,Tax Director ,18,43 CONDO OFFICE BUILDINGS                  ,4,RB,39TH   AVENUE,10C,10033,New York City,NY,1,,,4
LL0000264,1520000,2019-09-18,30,360,1.7999999523162842,3.3989999294281006,3.3980000764131546E-2,6739.22998046875,3,1499782.25,1585250,investment property,Jenna,Addilyn,Estrada,564-88-9724,658-748-3580,SVP IT/CIO,6,04 TAX CLASS 1 CONDOS                      ,1C,R6,1548 43RD   STREET,2,10109,New York City,NY,1,0,0,1
LL0000265,5907000,2018-10-24,30,360,3.0999999046325684,4.6939997673034668,4.6939998865127563E-2,30614.640625,14,5478395,5988700,home,Abby,Amari,Miranda,451-42-2885,579-721-6442,DIRECTOR OF FINANCE,8,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,17 EAST 12TH STREET,10,10175,New York City,NY,1,,,2
LL0000266,925000,2018-04-05,30,360,2.8299999237060547,4.4289999008178711,4.4289998710155487E-2,4647.89990234375,20,832042.0625,1076800,investment property,Jeffrey,Ismael,Troyer,743-69-9648,290-853-9395,HQ Technology Leader,7,07 RENTALS - WALKUP APARTMENTS             ,2B,C1,332 BERGEN STREET,8,10026,New York City,NY,8,3000,7200,2
LL0000267,1098500,2012-11-08,30,360,1.6200000047683716,3.2190001010894775,3.2189998775720596E-2,4762.06982421875,85,693723.9375,1289000,investment property,Miles,Rowan,Dent,265-92-0933,342-947-7106,Controller,12,12 CONDOS - WALKUP APARTMENTS              ,2,R2,546 55TH   STREET,2,10004,New York City,NY,1,0,0,2
LL0000268,536000,2016-06-21,30,360,1.7100000381469727,3.309999942779541,3.3089999109506607E-2,2350.10009765625,42,437295.90625,600450,investment property,Walker,Reed,Callahan,829-13-8736,745-485-8938,office manager,9,48 CONDO TERRACES/GARDENS/CABANAS          ,4,RT,100 MASPETH AVENUE,20,10154,New York City,NY,1,0,0,4
LL0000269,1630000,2019-10-09,30,360,1.5900000333786011,3.187999963760376,3.1879998743534088E-2,7038.52001953125,2,1615923,1754200,investment property,Harrison,Miles,Cleary,301-95-1027,593-714-1201,Executive Creative Director,5,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,140 QUINCY STREET,2,10031,New York City,NY,1,0,0,2
LL0000270,1150000,2012-03-17,15,180,2.309999942779541,3.6089999675750732,3.6090001463890076E-2,8282.83984375,93,379695.5625,1412300,investment property,Braxton,Simon,Knott,855-55-7218,501-437-7641,Attorney,11,04 TAX CLASS 1 CONDOS                      ,1A,R3,2 LEEWARD LANE,20,10035,New York City,NY,1,0,0,1
LL0000271,1270000,2014-07-05,15,180,2.6500000953674316,3.9489998817443848,3.9489999413490295E-2,9361.6103515625,65,661495.25,1490300,investment property,Stephen,Messiah,Harvey,708-38-5816,337-326-5338,CHIEF MARKETING OFFICER,13,02 TWO FAMILY DWELLINGS                    ,1,S2,388 BAY STREET,10,10004,New York City,NY,3,2313,2016,1
LL0000272,1250000,2016-09-07,30,360,1.5391000509262085,3.1380000114440918,3.1380001455545425E-2,5363.5400390625,39,1040822,1490550,investment property,Austin,Oscar,Lind,594-08-9874,335-526-9245,Partner,5,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,145 SKILLMAN STREET,2,10033,New York City,NY,1,0,0,2
LL0000273,851500,2016-07-03,30,360,1.4600000381469727,3.0590000152587891,3.0589999631047249E-2,3617.110107421875,41,703198.5,975350,investment property,Finley,Andy,Vaughn,897-79-1827,438-069-7656,Financial Advisor,16,04 TAX CLASS 1 CONDOS                      ,1C,R6,1531 58TH STREET,1,10006,New York City,NY,1,0,0,1
LL0000274,2280000,2018-12-05,30,360,2.9100000858306885,4.5079998970031738,4.5079998672008514E-2,11563.26953125,12,2141240.75,2299600,investment property,Felix,Clark,Thibodeaux,585-87-9632,822-938-3731,Physcian,15,43 CONDO OFFICE BUILDINGS                  ,4,RB,39TH   AVENUE,11E,10259,New York City,NY,1,,,4
LL0000275,1290000,2014-08-02,30,360,2.5199999809265137,4.1189999580383301,4.1189998388290405E-2,6247.490234375,64,890160.9375,1508900,home,Noah,Declan,Hauser,913-92-0686,226-983-6734,Executive,5,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,563 CARROLL STREET,1,10115,New York City,NY,1,0,0,2
LL0000276,671000,2018-12-09,15,180,2.8499999046325684,4.1490001678466797,4.1489999741315842E-2,5013.56005859375,12,610837.3125,690400,investment property,Colin,Manuel,Foss,197-37-7280,327-777-7273,Account Executive ,15,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,1422 PUTMAN AVENUE,6,10038,New York City,NY,6,2625,5304,2
LL0000277,1580000,2014-01-16,15,180,2.8599998950958252,4.1579999923706055,4.1579999029636383E-2,11812.5595703125,71,741308,1808800,plane,Whitney,Sophia,Savage,125-66-5938,672-884-0951,Physician,10,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,110 PRESIDENT STREET,3,10018,New York City,NY,1,0,0,2
LL0000278,1500000,2014-01-17,30,360,2.8399999141693115,4.439000129699707,4.4390000402927399E-2,7546.009765625,71,964233.3125,1668750,home,Joseph,Michael,Saylor,298-12-1441,461-739-2740,Owner,5,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,1227 43RD STREET,2,10159,New York City,NY,1,0,0,2
LL0000279,1908000,2015-01-06,30,360,1.9700000286102295,3.5680000782012939,3.5679999738931656E-2,8640.3603515625,59,1398218.75,2059050,investment property,Kelsey,Carmen,Warner,242-75-4104,986-522-1040,Consumer senior manager ,4,04 TAX CLASS 1 CONDOS                      ,1C,R6,156 CONOVER STREET,3,10045,New York City,NY,1,0,0,1
LL0000280,1770000,2019-10-26,30,360,1.7999999523162842,3.3980000019073486,3.3980000764131546E-2,7847.66015625,2,1754304.75,1773350,home,Xander,Dominick,Gavin,308-15-3915,666-664-7498,Branch Manager,1,04 TAX CLASS 1 CONDOS                      ,1A,R3,1225 48TH   STREET,1,10003,New York City,NY,1,0,0,1
LL0000281,955500,2012-12-16,15,180,1.7200000286102295,3.0190000534057617,3.0190000310540199E-2,6607.240234375,84,400491.625,1264100,home,Ivan,Wesley,Walton,758-97-4620,559-764-4378,Physician,13,04 TAX CLASS 1 CONDOS                      ,1A,R3,20 SATURN LANE,20,10028,New York City,NY,1,,,1
LL0000282,752000,2016-06-15,30,360,1.6000000238418579,3.1989998817443848,3.1989999115467072E-2,3251.739990234375,42,615426.9375,816750,commerical property,Armani,Amelia,Ibarra,363-09-1972,469-609-4127,President,1,14 RENTALS - 4-10 UNIT                     ,2A,S3,574 ATLANTIC AVENUE,3,10102,New York City,NY,4,1800,5200,2
LL0000283,1656000,2018-08-10,30,360,2.869999885559082,4.4679999351501465,4.4679999351501465E-2,8359.25,16,1522252,1741450,home,Adan,Abram,Williams,744-35-1086,953-002-2827,MD,18,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,138 QUINCY STREET,2,10151,New York City,NY,1,0,0,2
LL0000284,5445000,2018-09-13,30,360,2.9700000286102295,4.565000057220459,4.5650001615285873E-2,27799.7109375,15,5028004.5,5528750,investment property,Matteo,Kaden,Mueller,843-89-8451,419-367-5651,Vice President,3,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,17 EAST 12TH STREET,7,10022,New York City,NY,1,,,2
LL0000285,1780000,2019-11-19,30,360,1.7899999618530273,3.3880000114440918,3.3879999071359634E-2,7882.1298828125,1,1772117.875,1962150,home,Jimena,Tiffany,Strickland,881-66-6278,876-903-1213,Vice President,12,04 TAX CLASS 1 CONDOS                      ,1C,R6,731 DEAN STREET,2,10104,New York City,NY,1,0,0,1
LL0000286,1680000,2013-01-23,30,360,1.8600000143051147,3.4579999446868896,0.03457999974489212,7504.6201171875,83,1057116.625,1806700,commerical property,Sloane,Alicia,Vaughn,331-59-9637,259-067-9660,Vice President,6,04 TAX CLASS 1 CONDOS                      ,1C,R6,202 RUTLEDGE STREET,2,10109,New York City,NY,1,0,0,1
LL0000287,1692000,2014-02-01,30,360,2.6700000762939453,4.2680001258850098,4.2679999023675919E-2,8341.4599609375,71,1099756.125,1860000,investment property,Miriam,Ashlyn,Alvarado,263-61-9601,538-090-1163,designer,2,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,92 LEFFERTS PLACE,3,10168,New York City,NY,1,0,0,2
LL0000288,1580000,2016-01-07,30,360,2.1600000858306885,3.7579998970031738,3.7579998373985291E-2,7324.39990234375,47,1235753.125,1772750,commerical property,Paul,Edwin,Branham,199-24-1662,285-018-8205,SVP Analytics,7,43 CONDO OFFICE BUILDINGS                  ,4,RB,321 BROADWAY,4,10163,New York City,NY,1,,,4
LL0000289,1590000,2016-09-12,15,180,1.6628999710083008,2.9609999656677246,2.9610000550746918E-2,10950.4501953125,39,1162932.5,1770300,investment property,Frances,Cecelia,Cochran,700-99-7789,952-610-7688,Clinical Director,1,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,620 CRESCENT STREET,6,10156,New York City,NY,6,2667,4810,2
LL0000290,1520000,2015-09-14,30,360,2.1800000667572021,3.7790000438690186,3.7780001759529114E-2,7063.52978515625,51,1159760,1598500,investment property,Lucas,Aiden,Martin,335-15-4122,435-617-8916,Vice President ,9,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,316 EAST 93RD STREET,4,10171,New York City,NY,4,2675,3280,2
LL0000291,994500,2012-02-02,30,360,1.8600000143051147,3.4590001106262207,3.4589998424053192E-2,4443.02001953125,94,576856.125,1259000,investment property,Laila,Adelyn,Rice,803-00-6385,533-782-8275,Global Account Executive,5,04 TAX CLASS 1 CONDOS                      ,1A,R3,12 HEANEY AVENUE,12,10031,New York City,NY,1,,,1
LL0000292,2220000,2015-04-13,30,360,1.940000057220459,3.5380001068115234,3.5379998385906219E-2,10015.9404296875,56,1659107.25,2486200,commerical property,Reid,Brendan,Shell,298-22-6405,926-146-8543,General Sales Manager,3,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,105 NASSAU STREET,8,10107,New York City,NY,1,,,2
LL0000293,756000,2016-08-08,30,360,1.5900000333786011,3.1889998912811279,3.1890001147985458E-2,3264.89990234375,40,625403.875,818050,home,Allyson,Dylan,Klein,748-86-2992,988-992-2038,Senior Principal,15,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,1220 42ND STREET,2,10249,New York City,NY,1,0,0,2
LL0000294,1800000,2016-03-20,30,360,1.8799999952316284,3.4779999256134033,3.4779999405145645E-2,8060.72021484375,45,1437267.75,1929100,home,Steven,Kingston,Gill,711-20-5995,402-227-6093,VP Sales,4,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,1149 39TH STREET,6,10006,New York City,NY,6,2284,5472,2
LL0000295,913000,2015-07-27,30,360,2.2300000190734863,3.8289999961853027,3.8290001451969147E-2,4269.27978515625,53,686728.3125,1113950,commerical property,Charles,Nathan,Atkinson,783-83-2268,409-454-1811,Vice President,17,44 CONDO PARKING                           ,4,RP,468 17TH   STREET,7,10029,New York City,NY,1,0,0,4
LL0000296,3630000,2015-10-18,30,360,2.0399999618530273,3.6359999179840088,0.0363599993288517,16577.140625,50,2801142.75,3766800,investment property,Olivia,Abigail,Beck,731-24-1135,926-180-4726,SR VP,4,07 RENTALS - WALKUP APARTMENTS             ,2,C1,332 42ND   STREET,20,10018,New York City,NY,20,4007,12500,2
LL0000297,716000,2014-03-08,30,360,2.7999999523162842,4.3990001678466797,4.3990001082420349E-2,3585.030029296875,69,468633.25,882250,commerical property,Eden,Emerson,Dixon,328-46-4384,308-373-1517,President,6,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,30 SEVENTH AVENUE,8,10028,New York City,NY,4,1800,4000,2
LL0000298,1270000,2012-05-28,30,360,1.75,3.3489999771118164,3.3489998430013657E-2,5596.35986328125,91,760731.25,1528700,investment property,Christopher,Henry,Sanchez,156-40-9158,928-943-4268,manager,16,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,1309 OVINGTON AVENUE,2,10017,New York City,NY,1,0,0,2
LL0000299,1800000,2018-12-02,30,360,3.0099999904632568,4.6079998016357422,4.6080000698566437E-2,9236.2099609375,12,1689165.5,1999750,investment property,Easton,Jace,Gray,640-44-3321,423-641-8478,SVP/Chief Litigation Counsel,7,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,1458 50TH   STREET,4,10037,New York City,NY,1,0,0,2
